Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt
14013.165,4,5,1404.11
21960.095,1,3,1246.99
21960.095,1,3,1246.99
21960.095,1,3,1246.99
21960.095,1,3,1246.99
21960.095,1,3,1246.99
14432.87,1,8,941.79
14432.87,1,5,941.79
14432.87,1,8,941.79
14432.87,1,11,941.79
14432.87,1,8,941.79
35911.33,2,16,739.82
35911.33,2,0,739.82
35911.33,2,16,739.82
35911.33,2,16,739.82
35911.33,2,16,739.82
127160.94,2,3,559.07
127160.94,2,3,559.07
127160.94,2,3,559.07
8446.24,3,19,1425.23
8446.24,3,17,1425.23
8446.24,3,19,1425.23
15685.095,0,18,350.98
15685.095,0,18,350.98
15685.095,0,15,350.98
15685.095,0,16,350.98
15685.095,0,18,350.98
15685.095,0,18,350.98
21585.13,4,20,83.55
21585.13,4,20,83.55
21585.13,4,18,83.55
21585.13,4,23,83.55
82194.02,3,2,957.94
82194.02,3,1,957.94
82194.02,3,1,957.94
82194.02,3,4,957.94
36549.68,0,9,1051.86
36549.68,0,7,1051.86
36549.68,0,9,1051.86
36549.68,0,9,1051.86
36549.68,0,6,1051.86
69905.36,3,0,1216.15
69905.36,3,0,1216.15
69905.36,3,19,1216.15
42235.77,4,9,1366.3
42235.77,4,0,1366.3
42235.77,4,9,1366.3
42235.77,4,9,1366.3
10651.65,4,20,1325.65
10651.65,4,20,1325.65
10651.65,4,20,1325.65
10651.65,4,20,1325.65
10651.65,4,20,1325.65
43183.56,4,10,263.56
43183.56,4,10,263.56
43183.56,4,13,263.56
43183.56,4,10,263.56
116156.1,2,10,1210.76
116156.1,2,12,1210.76
116156.1,2,9,1210.76
70913.4,3,12,908.97
70913.4,3,14,908.97
70913.4,3,10,908.97
70913.4,3,12,908.97
70913.4,3,9,908.97
29043.01,7,18,1434.58
29043.01,7,18,1434.58
150256.72,0,1,1488.34
150256.72,0,3,1488.34
150256.72,0,4,1488.34
150256.72,0,1,1488.34
32420.82,4,14,873.63
32420.82,4,19,873.63
32420.82,4,16,873.63
32420.82,4,16,873.63
32420.82,4,16,873.63
32420.82,4,0,873.63
145175.4,1,2,1271.95
145175.4,1,0,1271.95
145175.4,1,0,1271.95
145175.4,1,3,1271.95
145175.4,1,3,1271.95
106882.84,0,19,332.47
106882.84,0,19,332.47
106882.84,0,19,332.47
106882.84,0,19,332.47
106882.84,0,19,332.47
99363.88,1,7,1099.31
99363.88,1,9,1099.31
99363.88,1,6,1099.31
99363.88,1,9,1099.31
99363.88,1,6,1099.31
99363.88,1,9,1099.31
99363.88,1,9,1099.31
58176.60000000001,3,15,1457.8
58176.60000000001,3,15,1457.8
58176.60000000001,3,14,1457.8
58176.60000000001,3,15,1457.8
14528.37,2,1,254.83
14528.37,2,0,254.83
14528.37,2,4,254.83
14528.37,2,2,254.83
13961.155,4,15,1406.02
13961.155,4,0,1406.02
13961.155,4,14,1406.02
13961.155,4,15,1406.02
13961.155,4,14,1406.02
13961.155,4,17,1406.02
67691.12,1,0,176.43
67691.12,1,3,176.43
67691.12,1,5,176.43
67691.12,1,3,176.43
67691.12,1,3,176.43
20884.58,1,12,22.45
20884.58,1,9,22.45
20884.58,1,12,22.45
20884.58,1,10,22.45
20884.58,1,12,22.45
29570.45,4,1,194.21
29570.45,4,0,194.21
29570.45,4,1,194.21
29570.45,4,1,194.21
29570.45,4,0,194.21
110138.4,3,16,586.89
110138.4,3,19,586.89
110138.4,3,13,586.89
11169.595,0,11,303.16
11169.595,0,11,303.16
11169.595,0,8,303.16
11688.93,4,10,1066.48
11688.93,4,11,1066.48
11688.93,4,10,1066.48
11688.93,4,10,1066.48
25659.34,4,13,1323.93
25659.34,4,16,1323.93
25659.34,4,16,1323.93
25659.34,4,13,1323.93
25659.34,4,16,1323.93
20574.87,2,21,642.59
20574.87,2,19,642.59
20574.87,2,17,642.59
20574.87,2,19,642.59
20574.87,2,19,642.59
82405.98,2,13,218.44
82405.98,2,14,218.44
82405.98,2,13,218.44
82405.98,2,10,218.44
17307708.0,2,15,218.44
30804.39,4,6,884.38
30804.39,4,7,884.38
30804.39,4,5,884.38
19148.93,3,10,1237.12
19148.93,3,11,1237.12
19148.93,3,9,1237.12
85583.02,3,1,44.08
10945598.0,3,1,44.08
85583.02,3,1,44.08
85583.02,3,4,44.08
85583.02,3,2521,44.08
65735.46,4,10,106.96
65735.46,4,10,106.96
65735.46,4,13,106.96
65735.46,4,11,106.96
65735.46,4,10,106.96
65735.46,4,10,106.96
65735.46,4,10,106.96
150625.48,2,6,898.13
150625.48,2,6,898.13
150625.48,2,3,898.13
150625.48,2,6,898.13
150625.48,2,6,898.13
79090.74,3,0,753.0
35917.34,3,9,1213.82
35917.34,3,9,1213.82
35917.34,3,9,1213.82
35917.34,3,9,1213.82
35917.34,3,9,1213.82
11924.59,0,0,347.93
11924.59,0,11,347.93
11924.59,0,11,347.93
84001.66,3,6,201.67
42121.92,3,1,165.17
42121.92,3,3,165.17
42121.92,3,4,165.17
42121.92,3,583,165.17
42121.92,3,1,165.17
42121.92,3,0,165.17
21370.185,1,2,897.82
21370.185,1,2,897.82
21370.185,1,1,897.82
115724.4,2,0,1480.98
115724.4,2,15,1480.98
115724.4,2,14,1480.98
115724.4,2,0,1480.98
115724.4,2,12,1480.98
115724.4,2,12,1480.98
28623.51,3,20,176.43
28623.51,3,20,176.43
28623.51,3,20,176.43
28623.51,3,20,176.43
28623.51,3,21,176.43
36825.11,1,12,520.36
36825.11,1,11,520.36
36825.11,1,12,520.36
36825.11,1,15,520.36
36825.11,1,13,520.36
28835.68,4,7,1068.87
28835.68,4,8,1068.87
28835.68,4,0,1068.87
88062.28,0,3,404.44
88062.28,0,3,404.44
88062.28,0,0,404.44
17097.565,5,9,948.08
17097.565,5,9,948.08
17097.565,5,9,948.08
17097.565,5,6,948.08
17097.565,5,9,948.08
61035.39,2,12,1338.69
61035.39,2,14,1338.69
61035.39,2,10,1338.69
61035.39,2,0,1338.69
81583.0,3,9,328.19
81583.0,3,7,328.19
81583.0,3,7,328.19
81583.0,3,6,328.19
81583.0,3,7,328.19
40739.49,1,0,728.52
86255.8,2,11,875.22
86255.8,2,13,875.22
17217909.0,2,9,875.22
15382.875,3,9,893.47
15382.875,3,7,893.47
15382.875,3,12,893.47
15382.875,3,9,893.47
34565.73,2,2,1429.23
34565.73,2,2,1429.23
34565.73,2,4,1429.23
34565.73,2,5,1429.23
57260.5,1,6,923.05
57260.5,1,6,923.05
57260.5,1,6,923.05
57260.5,1,6,923.05
135200.12,0,8,861.39
135200.12,0,4,861.39
135200.12,0,8,861.39
177947.28,0,1,1284.4
177947.28,0,2,1284.4
177947.28,0,2,1284.4
14667.26,1,19,80.61
14667.26,1,16,80.61
14667.26,1,19,80.61
14667.26,1,19,80.61
14667.26,1,17,80.61
14667.26,1,21,80.61
33346.92,0,8,396.63
91223.48,2,12,811.71
91223.48,2,14,811.71
91223.48,2,12,811.71
44143.08,1,0,547.3
44143.08,1,17,547.3
33732.0,2,19,398.04
33732.0,2,19,398.04
33732.0,2,18,398.04
33732.0,2,17,398.04
33732.0,2,21,398.04
60865.05,3,10,1188.49
60865.05,3,8,1188.49
60865.05,3,8,1188.49
60865.05,3,8,1188.49
60865.05,3,8,1188.49
60865.05,3,8,1188.49
50794.18,0,13,166.69
50794.18,0,13,166.69
50794.18,0,10,166.69
50794.18,0,10,166.69
50794.18,0,10,166.69
16873.115,1,20,1143.31
16873.115,1,20,1143.31
16873.115,1,20,1143.31
16873.115,1,22,1143.31
16873.115,1,20,1143.31
37679.19,1,10,771.0
37679.19,1,9,771.0
37679.19,1,7,771.0
37679.19,1,10,771.0
37679.19,1,8,771.0
59714.2,1,23,425.17
59714.2,1,20,425.17
59714.2,1,20,425.17
59714.2,1,0,425.17
59714.2,1,20,425.17
59714.2,1,23,425.17
34996.86,4,10,143.42
34996.86,4,8,143.42
20833.08,5,8,1231.29
20833.08,5,6,1231.29
20833.08,5,10,1231.29
77565.56999999999,3,0,509.87
77565.56999999999,3,18,509.87
77565.56999999999,3,18,509.87
77565.56999999999,3,18,509.87
29346.17,1,1,718.62
29346.17,1,1,718.62
29346.17,1,0,718.62
136726.68,2,12,1299.02
136726.68,2,12,1299.02
136726.68,2,12,1299.02
136726.68,2,10,1299.02
136726.68,2,12,1299.02
21884.0,4,17,423.78
21884.0,4,15,423.78
21884.0,4,0,423.78
19695.09,2,5,1450.6
19695.09,2,8,1450.6
19695.09,2,8,1450.6
17228.775,0,19,862.64
17228.775,0,19,862.64
17228.775,0,20,862.64
23265.78,2,3919,1092.14
23265.78,2,8,1092.14
23265.78,2,8,1092.14
23265.78,2,8,1092.14
23265.78,2,11,1092.14
23265.78,2,10,1092.14
14146.59,1,4,1302.82
14146.59,1,4,1302.82
14146.59,1,4,1302.82
10525.355,0,10,583.9
10525.355,0,10,583.9
10525.355,0,10,583.9
10525.355,0,10,583.9
44895.61,4,4,728.29
44895.61,4,5,728.29
44895.61,4,0,728.29
44895.61,4,2560,728.29
24879.05,3,0,479.64
24879.05,3,19,479.64
24879.05,3,20,479.64
24879.05,3,19,479.64
95685.21,0,7,472.21
95685.21,0,10,472.21
95685.21,0,10,472.21
95685.21,0,10,472.21
95685.21,0,7,472.21
95685.21,0,10,472.21
89937.72,2,4,1197.73
9566.58,5,11,1233.05
9566.58,5,14,1233.05
9566.58,5,14,1233.05
67218.98,0,12,674.13
67218.98,0,9,674.13
9249827.0,2,8,1409.97
132284.66999999998,2,10,1409.97
19375.76,1,19,1053.72
19375.76,1,19,1053.72
19375.76,1,19,1053.72
19375.76,1,18,1053.72
19375.76,1,19,1053.72
19375.76,1,21,1053.72
8137.58,3,13,998.45
8137.58,3,13,998.45
8137.58,3,13,998.45
8137.58,3,13,998.45
8137.58,3,11,998.45
8137.58,3,13,998.45
22171.25,3,20,1195.92
22171.25,3,23,1195.92
22171.25,3,18,1195.92
22171.25,3,18,1195.92
22171.25,3,0,1195.92
29647.92,4,8,516.42
29647.92,4,10,516.42
29647.92,4,10,516.42
29647.92,4,10,516.42
29647.92,4,9,516.42
29647.92,4,10,516.42
41391.06,0,11,759.29
41391.06,0,11,759.29
41391.06,0,8,759.29
26065.91,2,16,388.24
26065.91,2,14,388.24
109901.58,2,6,932.25
109901.58,2,6,932.25
109901.58,2,6,932.25
109901.58,2,6,932.25
24390.29,3,16,523.63
24390.29,3,15,523.63
24390.29,3,16,523.63
24390.29,3,16,523.63
24390.29,3,16,523.63
39135.0,6,0,1265.94
39135.0,6,26,1265.94
39135.0,6,24,1265.94
73020.54,3,3,1363.68
73020.54,3,5,1363.68
73020.54,3,3,1363.68
73020.54,3,3,1363.68
73020.54,3,3,1363.68
16310.21,7,11,1306.23
16310.21,7,11,1306.23
16310.21,7,0,1306.23
16310.21,7,13,1306.23
58609.64,3,1,760.97
58609.64,3,1,760.97
58609.64,3,1,760.97
58609.64,3,0,760.97
23054.08,0,8,573.89
18265510.0,0,10,573.89
23054.08,0,8,573.89
23054.08,0,8,573.89
27738.99,0,9,425.01
27738.99,0,7,425.01
27738.99,0,9,425.01
27738.99,0,12,425.01
27738.99,0,9,425.01
132727.92,1,17,1286.07
132727.92,1,17,1286.07
132727.92,1,17,1286.07
132727.92,1,0,1286.07
132727.92,1,17,1286.07
31816.07,4,14,4.82
31816.07,4,14,4.82
31816.07,4,14,4.82
31816.07,4,14,4.82
31816.07,4,13,4.82
59893.26,1,20,1457.41
59893.26,1,19,1457.41
59893.26,1,19,1457.41
177846.68,0,2,166.75
177846.68,0,5,166.75
177846.68,0,0,166.75
177846.68,0,2,166.75
177846.68,0,2,166.75
56751.72,4,20,768.79
56751.72,4,0,768.79
56751.72,4,22,768.79
56751.72,4,20,768.79
56751.72,4,19,768.79
66882.74,3,5,1472.91
66882.74,3,5,1472.91
66882.74,3,5,1472.91
66882.74,3,8,1472.91
66882.74,3,5,1472.91
124534.38,3,11,757.38
21854664.0,3,14,757.38
124534.38,3,0,757.38
124534.38,3,14,757.38
24446.05,1,7,760.95
24446.05,1,10,760.95
24446.05,1,10,760.95
24446.05,1,13,760.95
24446.05,1,10,760.95
24446.05,1,10,760.95
24446.05,1,10,760.95
30560.73,4,2,1354.32
30560.73,4,0,1354.32
15785.04,2,15,1466.43
15785.04,2,15,1466.43
15785.04,2,15,1466.43
63371.56,3,19,756.94
63371.56,3,18,756.94
63371.56,3,18,756.94
63371.56,3,17,756.94
63371.56,3,18,756.94
49652.52,2,16,1410.01
49652.52,2,16,1410.01
49652.52,2,14,1410.01
89864.28,3,10,620.76
89864.28,3,10,620.76
89864.28,3,7,620.76
131253.81,0,10,519.38
131253.81,0,8,519.38
131253.81,0,8,519.38
131253.81,0,0,519.38
73948.04,1,15,359.14
73948.04,1,0,359.14
73948.04,1,15,359.14
73948.04,1,15,359.14
73948.04,1,12,359.14
139631.08,0,0,202.29
139631.08,0,1,202.29
139631.08,0,3,202.29
139631.08,0,0,202.29
139631.08,0,0,202.29
139631.08,0,0,202.29
139631.08,0,0,202.29
68474.64,3,8,66.03
68474.64,3,8,66.03
68474.64,3,8,66.03
68474.64,3,8,66.03
16416.38,6,27,1319.87
16416.38,6,27,1319.87
16416.38,6,25,1319.87
16416.38,6,25,1319.87
16416.38,6,25,1319.87
160057.96,1,7,322.27
160057.96,1,9,322.27
160057.96,1,9,322.27
160057.96,1,1154,322.27
35255.26,4,6,88.52
35255.26,4,9,88.52
35255.26,4,6,88.52
35255.26,4,0,88.52
35255.26,4,6,88.52
35255.26,4,6,88.52
118717.64,2,0,718.0
118717.64,2,15,718.0
118717.64,2,17,718.0
44264.41,2,2,1312.23
44264.41,2,2,1312.23
44264.41,2,2,1312.23
44264.41,2,0,1312.23
44264.41,2,2,1312.23
44264.41,2,2,1312.23
93622.5,0,1,142.09
93622.5,0,2,142.09
93622.5,0,2,142.09
93622.5,0,2,142.09
76726.64,3,9,103.86
76726.64,3,0,103.86
76726.64,3,0,103.86
76726.64,3,12,103.86
74203.38,0,17,1360.21
74203.38,0,17,1360.21
74203.38,0,17,1360.21
21765.99,1,8,866.29
21765.99,1,8,866.29
21765.99,1,11,866.29
21765.99,1,8,866.29
73665.33,1,14,794.92
73665.33,1,15,794.92
73665.33,1,13,794.92
73665.33,1,18,794.92
73665.33,1,0,794.92
73665.33,1,15,794.92
73665.33,1,0,794.92
12421.12,4,14,685.18
12421.12,4,14,685.18
12421.12,4,14,685.18
12421.12,4,14,685.18
87939.04,2,7,320.89
87939.04,2,7,320.89
87939.04,2,7,320.89
87939.04,2,7,320.89
87939.04,2,7,320.89
87939.04,2,0,320.89
29709.73,2,9,1129.06
29709.73,2,7,1129.06
38047.79,2,0,186.72
38047.79,2,1,186.72
38047.79,2,1,186.72
38047.79,2,4,186.72
74264.92,4,6,307.82
73937.4,1,13,405.73
73937.4,1,15,405.73
73937.4,1,15,405.73
73937.4,1,15,405.73
72307.32,3,17,1180.91
72307.32,3,15,1180.91
72307.32,3,16,1180.91
72307.32,3,17,1180.91
72307.32,3,15,1180.91
72307.32,3,15,1180.91
27621.23,4,19,555.67
27621.23,4,19,555.67
27621.23,4,19,555.67
27621.23,4,16,555.67
36229.54,1,4,1274.92
36229.54,1,8,1274.92
36229.54,1,3909,1274.92
36229.54,1,5,1274.92
36229.54,1,5,1274.92
36229.54,1,7,1274.92
39910.48,1,4,1072.94
39910.48,1,4,1072.94
39910.48,1,4,1072.94
31589.9,2,14,236.79
107572.72,2,12,302.52
107572.72,2,10,302.52
107572.72,2,12,302.52
107572.72,2,12,302.52
104428.08,4,20,265.56
106694.82,0,14,429.41
106694.82,0,14,429.41
33131.6,0,13,724.78
33131.6,0,10,724.78
33131.6,0,10,724.78
33131.6,0,10,724.78
33131.6,0,10,724.78
9615.095,2,0,520.99
9615.095,2,18,520.99
9615.095,2,16,520.99
9615.095,2,18,520.99
9615.095,2,15,520.99
72301.62,3,17,819.37
72301.62,3,15,819.37
72301.62,3,17,819.37
72301.62,3,17,819.37
72301.62,3,17,819.37
72301.62,3,19,819.37
24755.99,0,6,651.99
7292864.0,0,8,651.99
24755.99,0,11,651.99
24755.99,0,0,651.99
100358.73,0,11,375.52
100358.73,0,0,375.52
100358.73,0,11,375.52
100358.73,0,12,375.52
100358.73,0,14,375.52
100358.73,0,0,375.52
100358.73,0,13,375.52
62200.6,2,21,1309.87
62200.6,2,24,1309.87
62200.6,2,24,1309.87
62200.6,2,21,1309.87
62200.6,2,22,1309.87
62200.6,2,24,1309.87
30773.87,2,16,1449.51
30773.87,2,14,1449.51
30773.87,2,16,1449.51
126253.65,2,9,3.5
126253.65,2,11,3.5
126253.65,2,9,3.5
126253.65,2,9,3.5
126253.65,2,9,3.5
15682.145,1,10,1249.34
15682.145,1,10,1249.34
15682.145,1,10,1249.34
15682.145,1,10,1249.34
15682.145,1,10,1249.34
15682.145,1,10,1249.34
57847.1,1,8,958.73
57847.1,1,8,958.73
57847.1,1,8,958.73
21578.575,1,0,881.05
21578.575,1,0,881.05
21578.575,1,2,881.05
21578.575,1,2,881.05
21578.575,1,1,881.05
36446.26,0,6,334.38
36446.26,0,9,334.38
36446.26,0,9,334.38
36446.26,0,10,334.38
36446.26,0,6,334.38
36446.26,0,9,334.38
33127.31,4,17,37.21
33127.31,4,17,37.21
33127.31,4,16,37.21
33127.31,4,17,37.21
57724.36,3,2,526.31
57724.36,3,2,526.31
57724.36,3,1,526.31
57724.36,3,0,526.31
37813.29,0,6,84.62
37813.29,0,5,84.62
37813.29,0,5,84.62
37813.29,0,5,84.62
102046.83,0,3,1252.78
102046.83,0,1,1252.78
102046.83,0,2,1252.78
102046.83,0,2,1252.78
42664.56,2,7,967.3
42664.56,2,9,967.3
42664.56,2,0,967.3
42664.56,2,6,967.3
87876.27,0,2712,502.29
87876.27,0,17,502.29
87876.27,0,14,502.29
87876.27,0,15,502.29
15363.115,7,17,1364.4
15363.115,7,17,1364.4
15363.115,7,17,1364.4
35263.09,2,4,856.33
35263.09,2,4,856.33
35263.09,2,4,856.33
59226.15,3,13,710.49
59226.15,3,13,710.49
59226.15,3,15,710.49
59226.15,3,13,710.49
59226.15,3,13,710.49
125049.78,3,9,593.96
125049.78,3,10,593.96
125049.78,3,10,593.96
125049.78,3,10,593.96
115104.72,3,9,950.44
115104.72,3,10,950.44
115104.72,3,9,950.44
30256.85,3,2,1483.23
30256.85,3,0,1483.23
30256.85,3,2,1483.23
66289.36,2,12,713.33
22477833.0,2,15,713.33
66289.36,2,15,713.33
66289.36,2,15,713.33
66289.36,2,17,713.33
65047.53,4,12,1254.45
65047.53,4,16,1254.45
65047.53,4,15,1254.45
65047.53,4,16,1254.45
14709.335,0,9,555.74
14709.335,0,6,555.74
14709.335,0,6,555.74
14709.335,0,6,555.74
14709.335,0,3,555.74
14709.335,0,6,555.74
70554.22,2,13,908.62
70554.22,2,13,908.62
70554.22,2,13,908.62
70554.22,2,13,908.62
70554.22,2,15,908.62
29951.57,0,16,704.02
29951.57,0,16,704.02
29951.57,0,16,704.02
29951.57,0,16,704.02
30874.43,2,0,243.11
30874.43,2,5,243.11
30874.43,2,2,243.11
30874.43,2,8,243.11
30874.43,2,8,243.11
30874.43,2,5,243.11
30874.43,2,5,243.11
37612.54,4,0,15.81
37612.54,4,0,15.81
37612.54,4,0,15.81
31199.43,4,10,1399.03
31199.43,4,10,1399.03
31199.43,4,10,1399.03
31199.43,4,8,1399.03
17971.0,3,11,1282.79
17971.0,3,13,1282.79
17971.0,3,10,1282.79
17971.0,3,14,1282.79
19104.75,3,12,955.6
19104.75,3,14,955.6
19104.75,3,12,955.6
19104.75,3,12,955.6
125977.6,2,19,581.65
125977.6,2,17,581.65
125977.6,2,17,581.65
125977.6,2,17,581.65
134124.0,1,12,787.5
134124.0,1,0,787.5
134124.0,1,11,787.5
134124.0,1,12,787.5
134124.0,1,12,787.5
34613.16,2,0,213.48
34613.16,2,7,213.48
34613.16,2,10,213.48
34613.16,2,10,213.48
122135.12,1,14,1384.06
122135.12,1,11,1384.06
122135.12,1,0,1384.06
122135.12,1,11,1384.06
122135.12,1,13,1384.06
60530.7,1,19,361.83
60530.7,1,19,361.83
60530.7,1,22,361.83
60530.7,1,22,361.83
116098.12,3,8,317.72
116098.12,3,8,317.72
116098.12,3,10,317.72
116098.12,3,11,317.72
116098.12,3,8,317.72
116098.12,3,8,317.72
87438.03,3,17,78.28
87438.03,3,17,78.28
87438.03,3,17,78.28
87438.03,3,17,78.28
125179.95,0,2,1344.09
125179.95,0,1,1344.09
125179.95,0,0,1344.09
125179.95,0,0,1344.09
35854.31,5,17,162.45
35854.31,5,17,162.45
13207.76,4,11,780.74
13207.76,4,11,780.74
13207.76,4,10,780.74
13207.76,4,11,780.74
65544.12,2,0,1357.63
65544.12,2,0,1357.63
33498.8,1,8,787.72
33498.8,1,8,787.72
33498.8,1,11,787.72
33498.8,1,8,787.72
33498.8,1,8,787.72
33498.8,1,8,787.72
33498.8,1,8,787.72
35389.89,2,18,873.71
35389.89,2,15,873.71
35389.89,2,13,873.71
57810.68,4,16,1419.99
57810.68,4,16,1419.99
57810.68,4,16,1419.99
57810.68,4,16,1419.99
133628.52,0,12,135.75
133628.52,0,14,135.75
133628.52,0,12,135.75
133628.52,0,0,135.75
40626.05,3,8,74.14
40626.05,3,8,74.14
40626.05,3,8,74.14
40626.05,3,8,74.14
40626.05,3,8,74.14
40626.05,3,11,74.14
73047.96,3,16,1372.24
73047.96,3,16,1372.24
21800480.0,3,17,1372.24
25773.73,0,8,30.79
25773.73,0,8,30.79
17685.73,4,12,838.13
17685.73,4,10,838.13
17685.73,4,12,838.13
17685.73,4,12,838.13
17685.73,4,12,838.13
31944.72,5,18,696.79
31944.72,5,16,696.79
31944.72,5,18,696.79
31944.72,5,18,696.79
31944.72,5,20,696.79
15005.31,7,14,1101.54
15005.31,7,11,1101.54
15005.31,7,13,1101.54
15005.31,7,15,1101.54
15005.31,7,13,1101.54
15005.31,7,13,1101.54
57563.94,0,15,1443.0
57563.94,0,15,1443.0
57563.94,0,18,1443.0
57563.94,0,18,1443.0
60323.34,4,12,600.73
60323.34,4,11,600.73
17951.3,7,9,664.65
17951.3,7,0,664.65
17951.3,7,9,664.65
17951.3,7,11,664.65
17951.3,7,9,664.65
103136.76,0,10,330.98
103136.76,0,11,330.98
103136.76,0,9,330.98
103136.76,0,10,330.98
69563.34,3,9,164.52
69563.34,3,9,164.52
69563.34,3,9,164.52
69563.34,3,9,164.52
69563.34,3,8,164.52
16176.835,3,14,1200.7
16176.835,3,14,1200.7
16176.835,3,14,1200.7
16176.835,3,17,1200.7
40896.9,3,13,365.97
40896.9,3,13,365.97
4054075.0,3,10,365.97
40896.9,3,13,365.97
40896.9,3,13,365.97
21115.99,0,16,474.21
83332.88,0,16,292.99
83332.88,0,16,292.99
83332.88,0,16,292.99
83332.88,0,13,292.99
83332.88,0,17,292.99
144446.72,2,13,1098.96
144446.72,2,16,1098.96
144446.72,2,16,1098.96
144446.72,2,17,1098.96
14957.52,1,9,1015.61
14957.52,1,7,1015.61
14957.52,1,8,1015.61
14957.52,1,9,1015.61
14957.52,1,9,1015.61
80595.48,0,11,1261.0
80595.48,0,10,1261.0
80595.48,0,11,1261.0
80595.48,0,11,1261.0
80595.48,0,11,1261.0
87337.08,0,10,94.46
87337.08,0,6,94.46
87337.08,0,8,94.46
87337.08,0,8,94.46
87337.08,0,8,94.46
87337.08,0,8,94.46
18331.415,3,10,1012.22
18331.415,3,9,1012.22
18331.415,3,10,1012.22
55877.54,1,14,592.24
55877.54,1,14,592.24
55877.54,1,11,592.24
55877.54,1,0,592.24
55877.54,1,11,592.24
31527.53,1,13,1063.18
31527.53,1,10,1063.18
31527.53,1,0,1063.18
31527.53,1,10,1063.18
31527.53,1,10,1063.18
75569.1,0,18,1159.55
75569.1,0,20,1159.55
75569.1,0,19,1159.55
24859.96,3,13,407.48
24859.96,3,11,407.48
24859.96,3,11,407.48
24859.96,3,11,407.48
24859.96,3,10,407.48
24859.96,3,11,407.48
24859.96,3,11,407.48
164189.48,1,10,993.17
45848.86,2,10,945.68
45848.86,2,11,945.68
45848.86,2,12,945.68
45848.86,2,9,945.68
45848.86,2,7,945.68
45848.86,2,10,945.68
34199.94,2,19,1379.81
34199.94,2,19,1379.81
34199.94,2,0,1379.81
34199.94,2,19,1379.81
36186.85,1,10,761.58
37824.96,4,12,568.59
37824.96,4,12,568.59
92459.1,2,13,1282.53
92459.1,2,0,1282.53
92459.1,2,13,1282.53
92459.1,2,13,1282.53
92459.1,2,13,1282.53
68917.94,0,10,1263.18
68917.94,0,10,1263.18
68917.94,0,10,1263.18
68917.94,0,10,1263.18
68917.94,0,10,1263.18
28690.97,0,12,839.77
28690.97,0,12,839.77
28690.97,0,12,839.77
28690.97,0,12,839.77
64416.46,4,11,758.45
64416.46,4,11,758.45
64416.46,4,11,758.45
64416.46,4,13,758.45
11949.505,2,10,664.23
11949.505,2,10,664.23
11949.505,2,10,664.23
11949.505,2,0,664.23
11949.505,2,8,664.23
32300.85,3,10,298.85
32300.85,3,15,298.85
32300.85,3,15,298.85
32300.85,3,13,298.85
32300.85,3,10,298.85
952323.0,3,0,298.85
32300.85,3,0,298.85
29902.22,3,10,533.71
29902.22,3,12,533.71
29902.22,3,9,533.71
29902.22,3,10,533.71
78096.39,2,11,214.94
78096.39,2,9,214.94
78096.39,2,12,214.94
28472.92,4,5,325.41
28472.92,4,5,325.41
28472.92,4,4,325.41
28472.92,4,5,325.41
11183.865,4,6,304.5
11183.865,4,8,304.5
11183.865,4,7,304.5
11183.865,4,6,304.5
11183.865,4,8,304.5
11183.865,4,6,304.5
45827.74,2,5,978.02
45827.74,2,8,978.02
45827.74,2,8,978.02
20161625.0,2,8,978.02
45827.74,2,0,978.02
45827.74,2,8,978.02
10316.45,3,10,183.94
10316.45,3,11,183.94
10316.45,3,9,183.94
10316.45,3,14,183.94
10316.45,3,10,183.94
20785.41,3,14,420.31
20785.41,3,14,420.31
20785.41,3,14,420.31
20785.41,3,14,420.31
16481.715,6,5,145.32
16481.715,6,5,145.32
16481.715,6,8,145.32
16481.715,6,9,145.32
16481.715,6,6,145.32
16481.715,6,5,145.32
16481.715,6,8,145.32
16826.495,4,15,464.4
16826.495,4,15,464.4
16826.495,4,14,464.4
16293.385,0,3,1189.57
16293.385,0,1,1189.57
16293.385,0,0,1189.57
16293.385,0,2,1189.57
43995.49,0,7,864.6
43995.49,0,7,864.6
43995.49,0,0,864.6
43995.49,0,7,864.6
43995.49,0,8,864.6
43995.49,0,7,864.6
57864.6,3,11,539.17
57864.6,3,12,539.17
57864.6,3,12,539.17
57864.6,3,11,539.17
57864.6,3,12,539.17
57864.6,3,12,539.17
106520.68,2,19,653.6
106520.68,2,16,653.6
106520.68,2,16,653.6
106520.68,2,19,653.6
67818.86,3,9,45.66
67818.86,3,8,45.66
67818.86,3,9,45.66
67818.86,3,0,45.66
67818.86,3,9,45.66
10805.56,2,13,298.98
10805.56,2,16,298.98
10805.56,2,16,298.98
83210.28,2,0,1001.02
83210.28,2,8,1001.02
83210.28,2,11,1001.02
19975.13,4,15,643.23
19975.13,4,15,643.23
19975.13,4,15,643.23
19975.13,4,15,643.23
19975.13,4,15,643.23
77672.34,3,4,813.2
77672.34,3,4,813.2
77672.34,3,4,813.2
77672.34,3,4,813.2
77672.34,3,7,813.2
70097.54,1,9,229.36
70097.54,1,9,229.36
70097.54,1,0,229.36
70097.54,1,9,229.36
70097.54,1,9,229.36
70097.54,1,9,229.36
70097.54,1,9,229.36
70097.54,1,9,229.36
52639.65,4,8,1477.09
52639.65,4,8,1477.09
52639.65,4,6,1477.09
52639.65,4,8,1477.09
52639.65,4,9,1477.09
52639.65,4,6,1477.09
52639.65,4,0,1477.09
